Box Number,6,6,6,6,9,9,9,9,10,10,10,10
Columns,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total
2020/08/14 event_code: x071,87.0,582.0,476.0,1145.0,54.0,802.0,131.0,987.0,172.0,385.0,166.0,723.0
2020/08/14 event_code: x520,0.0,229.0,0.0,229.0,0.0,218.0,0.0,218.0,0.0,137.0,0.0,137.0
2020/08/14 counter: xx529,1.0,0.0,39.0,40.0,2.0,0.0,5.0,7.0,3.0,0.0,15.0,18.0
2020/08/14 event_code: x2270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/14 event_code: x1270,0.0,139.0,0.0,139.0,0.0,107.0,0.0,107.0,0.0,73.0,0.0,73.0
2020/08/14 counter: x2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/14 counter: x1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/14 counter: x2519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/14 counter: x1519,24.0,111.0,147.0,282.0,16.0,390.0,27.0,433.0,91.0,126.0,96.0,313.0
2020/08/14 counter: x2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/14 counter: x1559,5.0,87.0,181.0,273.0,5.0,67.0,14.0,86.0,30.0,46.0,18.0,94.0
2020/08/14 counter: x2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/14 counter: x1549,6.0,141.0,13.0,160.0,3.0,121.0,3.0,127.0,1.0,76.0,1.0,78.0
2020/08/14 event_code: x2170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/14 event_code: x1170,51.0,88.0,51.0,190.0,28.0,79.0,28.0,135.0,40.0,33.0,40.0,113.0
2020/08/14 event_code: x2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/14 event_code: x2540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/14 event_code: x1540,57.0,0.0,11.0,68.0,79.0,0.0,23.0,102.0,22.0,0.0,32.0,54.0
