107,8071,4166093,,9070,4497283,,71549,,0.0
108,81170,4168576,,9071,4497340,,81549,,1.0
109,71549,,0.0,9070,4497533,,91549,,0.0
110,81549,,1.0,9071,4498997,,8070,6936470,
111,91549,,0.0,9070,4499066,,71519,,0.0
112,8070,4169078,,9071,4499521,,81519,,0.0
113,71519,,0.0,9070,4499852,,91519,,0.0
114,81519,,0.0,9071,4500269,,5521,6995368,
115,91519,,0.0,9070,4501794,,9071,6997207,
116,5521,4200576,,71519,,0.0,9070,6997660,
117,8071,4295903,,81519,,3.0,9071,7011052,
118,7529,,0.0,91519,,5.0,9070,7011118,
119,8529,,0.0,5521,4542773,,9071,7011219,
120,9529,,0.0,8071,4744943,,9070,7011273,
121,5520,4295904,,7529,,0.0,8071,7011878,
122,61171,4295905,,8529,,0.0,7529,,0.0
123,8070,4296070,,9529,,0.0,8529,,0.0
124,7071,4296530,,5520,4744944,,9529,,3.0
125,71170,4296530,,61171,4744945,,5520,7011879,
126,71589,,0.0,8070,4745156,,61171,7011880,
127,81589,,0.0,8071,4746778,,8070,7012037,
128,91589,,0.0,8070,4746903,,9071,7012683,
129,81271,4296531,,9071,4749851,,91170,7012684,
130,7070,4296544,,91170,4749852,,71589,,0.0
131,81270,4296604,,71589,,0.0,81589,,0.0
132,8071,4297142,,81589,,1.0,91589,,0.0
133,81170,4299532,,91589,,0.0,81271,7012685,
134,71549,,0.0,81271,4749853,,81270,7012758,
135,81549,,1.0,81270,4749926,,9070,7013010,
136,91549,,0.0,9070,4749927,,8071,7013561,
137,8070,4300188,,8071,4750358,,81170,7015686,
138,71519,,0.0,81170,4752854,,71549,,0.0
139,81519,,0.0,71549,,0.0,81549,,1.0
140,91519,,0.0,81549,,1.0,91549,,0.0
141,5521,4359532,,91549,,0.0,8070,7017891,
142,8071,4417920,,8070,4753406,,8071,7017963,
143,7529,,0.0,8071,4753678,,8070,7018036,
144,8529,,0.0,8070,4754023,,8071,7018066,
145,9529,,0.0,8071,4754081,,8070,7018339,
146,5520,4417920,,8070,4754197,,8071,7018357,
147,61171,4417921,,9071,4762487,,8070,7019645,
148,8070,4418112,,9070,4762801,,71519,,0.0
149,7071,4418587,,9071,4764566,,81519,,3.0
150,71170,4418587,,9070,4764723,,91519,,0.0
151,71589,,0.0,9071,4765580,,5521,7070686,
152,81589,,0.0,9070,4766025,,9071,7126222,
153,91589,,0.0,71519,,0.0,9070,7126307,
154,81271,4418588,,81519,,2.0,8071,7129167,
155,7070,4418654,,91519,,3.0,7529,,0.0
156,81270,4418661,,5521,4784854,,8529,,0.0
157,8071,4419213,,8071,4786957,,9529,,1.0
158,81170,4421590,,7529,,0.0,5520,7129168,
159,71549,,0.0,8529,,0.0,61171,7129169,
160,81549,,1.0,9529,,0.0,8070,7129394,
161,91549,,0.0,5520,4786958,,9071,7129849,
162,8070,4421936,,61171,4786959,,91170,7129849,
163,71519,,0.0,8070,4787418,,71589,,0.0
164,81519,,0.0,9071,4787950,,81589,,0.0
165,91519,,0.0,91170,4787950,,91589,,0.0
166,5521,4451590,,71589,,0.0,81271,7129850,
167,8071,4466168,,81589,,0.0,81270,7129923,
168,7529,,0.0,91589,,0.0,9070,7130162,
169,8529,,0.0,81271,4787951,,8071,7130946,
170,9529,,0.0,9070,4787991,,81170,7132851,
171,5520,4466169,,81270,4788024,,71549,,0.0
172,61171,4466170,,8071,4788387,,81549,,1.0
173,8070,4466432,,81170,4790952,,91549,,0.0
174,7071,4466984,,71549,,0.0,8070,7140567,
175,71170,4466984,,81549,,1.0,71519,,0.0
176,71589,,0.0,91549,,0.0,81519,,0.0
177,81589,,0.0,8070,4791068,,91519,,0.0
178,91589,,0.0,71519,,0.0,5521,7182851,
179,81271,4466985,,81519,,0.0,9071,7200731,
180,7070,4466995,,91519,,0.0,9070,7200881,
181,81270,4467058,,5521,4837952,,9071,7200979,
182,8071,4467586,,8071,4840129,,9070,7201092,
183,8070,4469902,,7529,,0.0,8071,7213058,
184,81170,4469986,,8529,,0.0,7529,,0.0
185,71549,,0.0,9529,,0.0,8529,,0.0
186,81549,,1.0,5520,4840129,,9529,,2.0
187,91549,,0.0,61171,4840130,,5520,7213059,
188,8071,4470076,,8070,4840436,,61171,7213060,
189,8070,4470103,,9071,4842380,,8070,7213616,
190,8071,4470344,,91170,4842381,,9071,7214271,
191,8070,4470499,,71589,,0.0,91170,7214271,
192,71519,,0.0,81589,,0.0,71589,,0.0
193,81519,,2.0,91589,,0.0,81589,,0.0
194,91519,,0.0,81271,4842382,,91589,,0.0
195,5521,4499986,,81270,4842455,,81271,7214272,
196,8071,4506483,,9070,4842487,,81270,7214345,
197,7529,,0.0,8071,4842824,,9070,7214590,
198,8529,,0.0,8070,4842893,,8071,7215332,
199,9529,,0.0,8071,4842911,,81170,7217273,
200,5520,4506483,,81170,4845383,,71549,,0.0
201,61171,4506484,,71549,,0.0,81549,,1.0
202,8070,4506537,,81549,,2.0,91549,,0.0
203,7071,4507000,,91549,,0.0,8070,7230227,
204,71170,4507001,,8070,4846084,,8071,7230712,
205,71589,,0.0,8071,4846473,,8070,7231161,
206,81589,,0.0,8070,4847242,,71519,,0.0
207,91589,,0.0,71519,,0.0,81519,,1.0
208,81271,4507001,,81519,,1.0,91519,,0.0
209,81270,4507074,,91519,,0.0,5521,7262273,
210,7070,4507078,,5521,4890383,,8071,7273702,
211,8071,4507675,,8071,4900837,,7529,,0.0
212,81170,4510002,,7529,,0.0,8529,,0.0
213,71549,,0.0,8529,,0.0,9529,,0.0
214,81549,,1.0,9529,,0.0,5520,7273702,
215,91549,,0.0,5520,4900838,,61171,7273703,
216,8070,4510204,,61171,4900839,,8070,7274013,
217,8071,4510369,,8070,4901174,,9071,7274712,
218,8070,4510402,,8071,4902266,,91170,7274712,
219,71519,,0.0,8070,4902310,,71589,,0.0
220,81519,,1.0,9071,4903247,,81589,,0.0
221,91519,,0.0,91170,4903247,,91589,,0.0
222,5521,4550002,,71589,,0.0,81271,7274713,
223,8071,4640420,,81589,,1.0,81270,7274786,
224,7529,,0.0,91589,,0.0,9070,7274948,
225,8529,,0.0,81271,4903248,,8071,7275887,
226,9529,,0.0,81270,4903321,,81170,7277714,
227,5520,4640420,,9070,4903386,,71549,,0.0
228,61171,4640421,,8071,4903906,,81549,,1.0
229,8070,4640497,,81170,4906249,,91549,,0.0
230,7071,4641060,,71549,,0.0,8070,7288423,
231,71170,4641060,,81549,,1.0,71519,,0.0
232,71589,,0.0,91549,,0.0,81519,,0.0
233,81589,,0.0,8070,4906830,,91519,,0.0
234,91589,,0.0,8071,4907320,,5521,7314714,
235,81271,4641061,,8070,4907714,,8071,7363127,
236,7070,4641113,,8071,4907765,,7529,,0.0
237,81270,4641134,,8070,4907884,,8529,,0.0
238,8071,4641807,,8071,4908207,,9529,,0.0
239,81170,4644062,,8070,4908461,,5520,7363128,
240,71549,,0.0,71519,,0.0,61171,7363129,
241,81549,,1.0,81519,,3.0,8070,7363338,
242,91549,,0.0,91519,,0.0,9071,7364057,
243,8070,4644203,,5521,4963249,,91170,7364058,
244,71519,,0.0,8071,4971577,,71589,,0.0
245,81519,,0.0,7529,,0.0,81589,,0.0
246,91519,,0.0,8529,,0.0,91589,,0.0
247,5521,4684062,,9529,,0.0,81271,7364058,
248,8071,4700195,,5520,4971578,,81270,7364131,
249,7529,,0.0,61171,4971579,,9070,7364295,
250,8529,,0.0,8070,4971874,,8071,7365263,
251,9529,,0.0,9071,4972385,,81170,7367059,
252,5520,4700195,,91170,4972386,,71549,,0.0
253,61171,4700196,,71589,,0.0,81549,,1.0
254,8070,4700363,,81589,,0.0,91549,,0.0
255,7071,4701806,,91589,,0.0,8070,7379848,
256,71170,4701807,,81271,4972386,,71519,,0.0
257,71589,,0.0,9070,4972430,,81519,,0.0
258,81589,,0.0,81270,4972459,,91519,,0.0
259,91589,,0.0,9071,4972467,,5521,7401059,
260,81271,4701808,,9070,4972484,,8071,7495580,
261,7070,4701840,,9071,4972513,,7529,,0.0
262,81270,4701881,,9070,4972589,,8529,,0.0
263,8071,4702202,,8071,4972910,,9529,,0.0
264,81170,4704809,,81170,4975387,,5520,7495581,
265,71549,,0.0,71549,,0.0,61171,7495582,
266,81549,,1.0,81549,,1.0,8070,7495694,
267,91549,,0.0,91549,,2.0,9071,7496503,
268,8070,4705216,,8070,4975509,,91170,7496503,
269,7071,4706111,,8071,4975555,,71589,,0.0
270,7070,4706453,,8070,4976242,,81589,,0.0
271,8071,4707484,,71519,,0.0,91589,,0.0
272,8070,4707532,,81519,,1.0,81271,7496504,
273,8071,4707548,,91519,,0.0,81270,7496577,
274,8070,4707662,,5521,5007387,,9070,7496674,
275,71519,,1.0,8071,5008798,,8071,7497414,
276,81519,,2.0,7529,,0.0,81170,7499505,
277,91519,,0.0,8529,,0.0,71549,,0.0
278,5521,4744809,,9529,,0.0,81549,,1.0
279,8071,4745976,,5520,5008799,,91549,,0.0
280,7529,,0.0,61171,5008800,,8070,7508262,
281,8529,,0.0,8070,5008946,,71519,,0.0
282,9529,,0.0,9071,5011097,,81519,,0.0
283,5520,4745977,,91170,5011098,,91519,,0.0
284,61171,4745978,,71589,,0.0,5521,7559505,
285,8070,4746149,,81589,,0.0,8071,7721014,
286,7071,4746583,,91589,,0.0,7529,,0.0
287,71170,4746584,,81271,5011099,,8529,,0.0
288,71589,,0.0,9070,5011149,,9529,,0.0
289,81589,,0.0,81270,5011172,,5520,7721015,
290,91589,,0.0,8071,5011500,,61171,7721016,
291,81271,4746585,,8070,5011511,,8070,7721188,
292,81270,4746658,,8071,5011549,,9071,7721842,
293,7070,4746687,,81170,5014100,,91170,7721842,
294,8071,4747117,,71549,,0.0,71589,,0.0
295,81170,4749586,,81549,,2.0,81589,,0.0
296,71549,,0.0,91549,,0.0,91589,,0.0
297,81549,,1.0,8070,5014552,,81271,7721843,
298,91549,,0.0,8071,5015042,,81270,7721916,
299,8070,4750133,,8070,5015123,,9070,7722049,
300,71519,,0.0,8071,5015201,,8071,7722764,
301,81519,,0.0,8070,5015639,,81170,7724844,
302,91519,,0.0,8071,5016221,,71549,,0.0
303,5521,4779586,,8070,5016800,,81549,,1.0
304,8071,4784799,,8071,5016951,,91549,,0.0
305,7529,,0.0,8070,5017016,,8070,7726923,
306,8529,,0.0,8071,5017692,,71519,,0.0
307,9529,,0.0,8070,5018883,,81519,,0.0
308,5520,4784800,,71519,,0.0,91519,,0.0
309,61171,4784801,,81519,,5.0,5521,7784844,
310,8070,4784945,,91519,,0.0,8071,24279161,
311,7071,4785557,,5521,5074100,,7529,,0.0
312,71170,4785557,,8071,5082585,,8529,,0.0
313,71589,,0.0,7529,,0.0,9529,,0.0
314,81589,,0.0,8529,,0.0,5520,24279162,
315,91589,,0.0,9529,,0.0,61171,24279163,
316,81271,4785558,,5520,5082585,,8070,24279344,
317,7070,4785580,,61171,5082586,,9071,24280066,
318,81270,4785631,,8070,5082884,,91170,24280067,
319,7071,4785650,,9071,5083609,,71589,,0.0
320,7070,4785667,,91170,5083609,,81589,,0.0
321,8071,4786141,,71589,,0.0,91589,,0.0
322,81170,4788559,,81589,,0.0,81271,24280068,
323,71549,,1.0,91589,,0.0,81270,24280141,
324,81549,,1.0,81271,5083610,,9070,24280347,
325,91549,,0.0,9070,5083649,,8071,24281011,
326,8070,4788685,,81270,5083683,,8070,24283053,
327,71519,,0.0,8071,5084044,,81170,24283069,
328,81519,,0.0,8070,5086444,,71549,,0.0
329,91519,,0.0,81170,5086611,,81549,,1.0
330,5521,4820559,,71549,,0.0,91549,,0.0
331,8071,4837550,,81549,,1.0,71519,,0.0
332,7529,,0.0,91549,,0.0,81519,,0.0
333,8529,,0.0,8071,5086872,,91519,,0.0
334,9529,,0.0,8070,5086962,,5521,24315069,
335,5520,4837551,,9071,5122882,,9071,24334857,
336,61171,4837552,,9070,5123695,,9070,24335029,
337,8070,4837617,,8071,5132551,,9071,24337104,
338,7071,4838221,,8070,5132636,,9070,24337396,
339,71170,4838222,,9071,5133711,,9071,24340881,
340,71589,,0.0,9070,5133889,,9070,24341181,
341,81589,,0.0,9071,5134307,,8071,24346676,
342,91589,,0.0,9070,5134408,,7529,,0.0
343,81271,4838222,,9071,5135407,,8529,,0.0
344,7070,4838290,,9070,5135476,,9529,,3.0
345,81270,4838295,,71519,,0.0,5520,24346677,
346,8071,4839165,,81519,,2.0,61171,24346678,
347,81170,4841223,,91519,,4.0,8070,24346826,
348,71549,,0.0,5521,5141611,,9071,24347196,
349,81549,,1.0,8071,9152941,,91170,24347196,
350,91549,,0.0,7529,,0.0,71589,,0.0
351,8070,4841455,,8529,,0.0,81589,,0.0
352,71519,,0.0,9529,,0.0,91589,,0.0
353,81519,,0.0,5520,9152942,,81271,24347197,
354,91519,,0.0,61171,9152943,,81270,24347270,
355,5521,4898223,,8070,9153117,,9070,24347420,
356,8071,4900412,,8071,9153408,,8071,24348071,
357,7529,,0.0,8070,9153530,,81170,24350198,
358,8529,,0.0,9071,9155007,,71549,,0.0
359,9529,,0.0,91170,9155008,,81549,,1.0
360,5520,4900413,,71589,,0.0,91549,,0.0
361,61171,4900414,,81589,,1.0,8070,24351520,
362,8070,4900609,,91589,,0.0,8071,24351742,
363,7071,4902291,,81271,9155008,,8070,24353418,
364,71170,4902291,,81270,9155081,,71519,,0.0
365,71589,,0.0,9070,9155089,,81519,,1.0
366,81589,,0.0,8071,9155592,,91519,,0.0
367,91589,,0.0,8070,9157738,,5521,24387198,
368,81271,4902292,,8071,9157964,,8071,24424793,
369,81270,4902365,,81170,9158009,,7529,,0.0
370,7070,4902365,,71549,,0.0,8529,,0.0
371,8071,4902813,,81549,,2.0,9529,,0.0
372,81170,4905293,,91549,,0.0,5520,24424794,
373,71549,,0.0,8070,9158557,,61171,24424795,
374,81549,,1.0,71519,,0.0,8070,24424971,
375,91549,,0.0,81519,,0.0,9071,24425588,
376,8070,4905327,,91519,,0.0,91170,24425588,
377,71519,,0.0,5521,9208009,,71589,,0.0
378,81519,,0.0,8071,9212502,,81589,,0.0
379,91519,,0.0,7529,,0.0,91589,,0.0
380,5521,4939293,,8529,,0.0,81271,24425589,
381,8071,4986462,,9529,,0.0,81270,24425662,
382,7529,,0.0,5520,9212502,,9070,24425821,
383,8529,,0.0,61171,9212503,,8071,24426440,
384,9529,,0.0,8070,9212701,,81170,24428590,
385,5520,4986463,,9071,9214802,,71549,,0.0
386,61171,4986464,,91170,9214803,,81549,,1.0
387,8070,4986611,,71589,,0.0,91549,,0.0
388,7071,4987127,,81589,,0.0,8070,24433676,
389,71170,4987128,,91589,,0.0,71519,,0.0
390,71589,,0.0,81271,9214803,,81519,,0.0
391,81589,,0.0,81270,9214876,,91519,,0.0
392,91589,,0.0,9070,9214910,,5521,24488590,
393,81271,4987129,,8071,9215356,,9071,24491038,
394,81270,4987202,,8070,9217265,,9070,24491324,
395,7070,4987244,,8071,9217323,,8071,24495019,
396,8071,4987711,,8070,9217382,,7529,,0.0
397,81170,4990130,,8071,9217437,,8529,,0.0
398,71549,,0.0,8070,9217531,,9529,,1.0
399,81549,,1.0,8071,9217691,,5520,24495020,
400,91549,,0.0,81170,9217804,,61171,24495021,
401,8070,4990860,,71549,,0.0,8070,24495276,
402,71519,,0.0,81549,,4.0,9071,24495776,
403,81519,,0.0,91549,,0.0,91170,24495777,
404,91519,,0.0,8070,9218436,,71589,,0.0
405,5521,5041130,,71519,,0.0,81589,,0.0
406,8071,5045734,,81519,,0.0,91589,,0.0
407,7529,,0.0,91519,,0.0,81271,24495778,
408,8529,,0.0,5521,9251804,,81270,24495851,
409,9529,,0.0,8071,9750956,,9070,24496022,
410,5520,5045735,,7529,,0.0,8071,24496782,
411,61171,5045736,,8529,,0.0,81170,24498779,
412,8070,5045919,,9529,,0.0,71549,,0.0
413,7071,5046411,,5520,9750957,,81549,,1.0
414,71170,5046412,,61171,9750958,,91549,,0.0
415,71589,,0.0,8070,9751212,,8070,24504276,
416,81589,,0.0,9071,9752473,,71519,,0.0
417,91589,,0.0,91170,9752473,,81519,,0.0
418,81271,5046413,,71589,,0.0,91519,,0.0
419,81270,5046486,,81589,,0.0,5521,24549779,
420,7070,5046579,,91589,,0.0,8071,35949339,
421,8071,5047180,,81271,9752474,,7529,,0.0
422,81170,5049414,,9070,9752543,,8529,,0.0
423,71549,,0.0,81270,9752547,,9529,,0.0
424,81549,,1.0,8071,9752999,,5520,35949340,
425,91549,,0.0,81170,9755475,,61171,35949341,
426,8070,5050002,,71549,,0.0,8070,35949447,
427,71519,,0.0,81549,,1.0,9071,35950220,
428,81519,,0.0,91549,,0.0,91170,35950220,
429,91519,,0.0,8070,9755796,,71589,,0.0
430,5521,5106414,,9071,9801363,,81589,,0.0
431,8071,5109141,,9070,9801742,,91589,,0.0
432,7529,,0.0,9071,9802499,,81271,35950221,
433,8529,,0.0,9070,9802612,,81270,35950294,
434,9529,,0.0,9071,9802759,,9070,35950444,
435,5520,5109142,,9070,9802951,,8071,35951248,
436,61171,5109143,,9071,9803257,,8070,35952878,
437,8070,5109332,,9070,9803702,,81170,35953222,
438,7071,5110096,,9071,9805741,,71549,,0.0
439,71170,5110097,,9070,9805817,,81549,,1.0
440,71589,,0.0,9071,9805904,,91549,,0.0
441,81589,,0.0,9070,9805978,,71519,,0.0
442,91589,,0.0,9071,9806248,,81519,,0.0
443,81271,5110097,,9070,9806338,,91519,,0.0
444,81270,5110170,,71519,,0.0,5521,36003222,
445,7070,5110178,,81519,,0.0,8071,36250137,
446,8071,5110575,,91519,,7.0,7529,,0.0
447,81170,5113098,,5521,9806475,,8529,,0.0
448,71549,,0.0,8071,9806953,,9529,,0.0
449,81549,,1.0,7529,,0.0,5520,36250138,
450,91549,,0.0,8529,,0.0,61171,36250139,
451,8070,5113964,,9529,,0.0,8070,36250629,
452,71519,,0.0,5520,9806954,,9071,36251302,
453,81519,,0.0,61171,9806955,,91170,36251302,
454,91519,,0.0,8070,9807221,,71589,,0.0
455,5521,5160098,,9071,9808629,,81589,,0.0
456,8071,5206257,,91170,9808629,,91589,,0.0
457,7529,,0.0,71589,,0.0,81271,36251303,
458,8529,,0.0,81589,,0.0,81270,36251376,
459,9529,,0.0,91589,,0.0,9070,36251485,
460,5520,5206258,,81271,9808630,,8071,36252122,
461,61171,5206259,,81270,9808703,,8070,36253956,
462,8070,5206412,,9070,9808736,,8071,36254069,
463,7071,5206860,,8071,9809184,,81170,36254304,
464,71170,5206860,,8070,9811613,,71549,,0.0
465,71589,,0.0,81170,9811631,,81549,,2.0
466,81589,,0.0,71549,,0.0,91549,,0.0
467,91589,,0.0,81549,,1.0,8070,36254682,
468,81271,5206861,,91549,,0.0,71519,,0.0
469,81270,5206934,,8071,9854039,,81519,,0.0
470,7070,5207018,,8070,9856035,,91519,,0.0
471,8071,5207535,,8071,9856061,,5521,36311304,
472,81170,5209862,,8070,9856098,,8071,36382618,
473,71549,,0.0,9071,9860175,,7529,,0.0
474,81549,,1.0,9070,9860659,,8529,,0.0
475,91549,,0.0,9071,9861061,,9529,,0.0
476,8070,5210735,,9070,9861429,,5520,36382619,
477,71519,,0.0,9071,9861969,,61171,36382620,
478,81519,,0.0,9070,9863218,,8070,36382815,
479,91519,,0.0,9071,9863520,,9071,36383431,
480,5521,5260862,,9070,9863775,,91170,36383432,
481,8071,5275644,,9071,9865042,,71589,,0.0
482,7529,,0.0,9070,9866428,,81589,,0.0
483,8529,,0.0,9071,9866590,,91589,,0.0
484,9529,,0.0,9070,9867202,,81271,36383432,
485,5520,5275645,,9071,9867486,,81270,36383505,
486,61171,5275646,,9070,9869047,,9070,36383602,
487,8070,5275773,,9071,9869790,,8071,36384164,
488,7071,5276214,,9070,9870244,,81170,36386433,
489,71170,5276215,,71519,,0.0,71549,,0.0
490,71589,,0.0,81519,,2.0,81549,,1.0
491,81589,,0.0,91519,,8.0,91549,,0.0
492,91589,,0.0,5521,9871631,,8070,36388008,
493,81271,5276216,,9071,9882662,,71519,,0.0
494,81270,5276289,,9070,9882909,,81519,,0.0
495,7070,5276371,,8071,9883510,,91519,,0.0
496,8071,5276950,,7529,,0.0,5521,36443433,
497,81170,5279217,,8529,,0.0,9071,36448942,
498,71549,,0.0,9529,,1.0,9070,36449281,
499,81549,,1.0,5520,9883511,,9071,36453312,
500,91549,,0.0,61171,9883512,,9070,36453683,
501,8070,5279906,,8070,9883617,,9071,36454724,
502,71519,,0.0,9071,9884179,,9070,36454933,
503,81519,,0.0,91170,9884179,,9071,36455269,
504,91519,,0.0,71589,,0.0,9070,36455875,
505,5521,5311217,,81589,,0.0,9071,36460664,
506,8071,5323866,,91589,,0.0,9070,36460741,
507,7529,,0.0,81271,9884180,,9071,36463232,
508,8529,,0.0,81270,9884253,,9070,36463247,
509,9529,,0.0,9070,9884291,,9071,36463255,
510,5520,5323867,,8071,9884767,,9070,36463276,
511,61171,5323868,,81170,9887181,,9071,36469517,
512,8070,5323958,,71549,,0.0,9070,36469889,
513,7071,5324929,,81549,,1.0,8071,36474724,
514,71170,5324929,,91549,,0.0,7529,,0.0
515,71589,,0.0,8070,9889990,,8529,,0.0
516,81589,,0.0,71519,,0.0,9529,,8.0
517,91589,,0.0,81519,,0.0,5520,36474725,
518,81271,5324930,,91519,,0.0,61171,36474726,
519,7070,5324972,,5521,9919181,,8070,36475044,
520,81270,5325003,,8071,12769862,,9071,36475480,
521,8071,5325349,,7529,,0.0,91170,36475480,
522,81170,5327931,,8529,,0.0,71589,,0.0
523,71549,,0.0,9529,,0.0,81589,,0.0
524,81549,,1.0,5520,12769863,,91589,,0.0
525,91549,,0.0,61171,12769864,,81271,36475481,
526,8070,5329186,,8070,12769940,,81270,36475554,
527,71519,,0.0,9071,12771065,,9070,36475770,
528,81519,,0.0,91170,12771065,,8071,36476498,
529,91519,,0.0,71589,,0.0,81170,36478482,
530,5521,5357931,,81589,,0.0,71549,,0.0
531,8071,5412562,,91589,,0.0,81549,,1.0
532,7529,,0.0,81271,12771066,,91549,,0.0
533,8529,,0.0,81270,12771139,,8070,36485708,
