Box Number,6,6,6,6,9,9,9,9,10,10,10,10
Columns,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total
2020/08/01 event_code: x071,193.0,261.0,24.0,478.0,58.0,353.0,135.0,546.0,20.0,459.0,331.0,810.0
2020/08/01 event_code: x520,0.0,174.0,0.0,174.0,0.0,111.0,0.0,111.0,0.0,93.0,0.0,93.0
2020/08/01 counter: xx529,0.0,29.0,0.0,29.0,0.0,30.0,0.0,30.0,0.0,7.0,0.0,7.0
2020/08/01 event_code: x271,0.0,174.0,0.0,174.0,0.0,112.0,0.0,112.0,0.0,94.0,0.0,94.0
2020/08/01 event_code: x2271,0.0,174.0,0.0,174.0,0.0,112.0,0.0,112.0,0.0,94.0,0.0,94.0
2020/08/01 event_code: x1271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 counter: x2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 counter: x1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 counter: x2519,25.0,51.0,6.0,82.0,22.0,164.0,49.0,235.0,14.0,321.0,175.0,510.0
2020/08/01 counter: x1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 counter: x2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 counter: x1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 counter: x2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 counter: x1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 event_code: x2170,0.0,177.0,0.0,177.0,0.0,117.0,0.0,117.0,0.0,95.0,0.0,95.0
2020/08/01 event_code: x1170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 event_code: x160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 event_code: x2540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01 event_code: x1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
