2021/03/07 counter: x1519,18.0,15.0,16.0,49.0,5.0,23.0,11.0,39.0,35.0,89.0,24.0,148.0,1.0,87.0,78.0,166.0,18.0,105.0,18.0,141.0,2.0,59.0,0.0,61.0,13.0,293.0,3.0,309.0,9.0,15.0,0.0,24.0,12.0,63.0,22.0,97.0,51.0,30.0,39.0,120.0,1.0,74.0,0.0,75.0,6.0,86.0,22.0,114.0,17.0,867.0,9.0,893.0
2021/03/07 counter: x2559,0.0,10.0,1.0,11.0,0.0,12.0,0.0,12.0,0.0,6.0,0.0,6.0,0.0,7.0,1.0,8.0,4.0,12.0,0.0,16.0,1.0,12.0,0.0,13.0,0.0,7.0,0.0,7.0,0.0,23.0,0.0,23.0,0.0,14.0,0.0,14.0,1.0,10.0,0.0,11.0,2.0,3.0,0.0,5.0,4.0,6.0,0.0,10.0,0.0,8.0,2.0,10.0
2021/03/07 counter: x1559,0.0,147.0,11.0,158.0,8.0,177.0,0.0,185.0,6.0,139.0,0.0,145.0,0.0,133.0,7.0,140.0,36.0,286.0,0.0,322.0,4.0,175.0,0.0,179.0,10.0,209.0,0.0,219.0,18.0,364.0,0.0,382.0,0.0,183.0,8.0,191.0,10.0,201.0,0.0,211.0,9.0,83.0,0.0,92.0,6.0,151.0,0.0,157.0,0.0,144.0,18.0,162.0
2021/03/07 counter: x2549,0.0,6.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0,8.0,0.0,4.0,0.0,4.0,0.0,3.0,1.0,4.0,0.0,8.0,3.0,11.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0
2021/03/07 counter: x1549,0.0,22.0,0.0,22.0,0.0,2.0,0.0,2.0,1.0,10.0,2.0,13.0,0.0,7.0,0.0,7.0,0.0,5.0,0.0,5.0,0.0,8.0,0.0,8.0,1.0,34.0,5.0,40.0,0.0,63.0,2.0,65.0,0.0,26.0,0.0,26.0,1.0,20.0,0.0,21.0,0.0,14.0,2.0,16.0,0.0,19.0,0.0,19.0,0.0,170.0,0.0,170.0
2021/03/07 event_code: x2170,5.0,10.0,0.0,15.0,6.0,1.0,0.0,7.0,6.0,3.0,0.0,9.0,2.0,7.0,0.0,9.0,12.0,6.0,0.0,18.0,6.0,3.0,0.0,9.0,5.0,3.0,0.0,8.0,6.0,3.0,0.0,9.0,4.0,7.0,0.0,11.0,10.0,3.0,0.0,13.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,5.0,0.0,5.0
2021/03/07 event_code: x1170,21.0,0.0,146.0,167.0,118.0,0.0,0.0,118.0,129.0,0.0,8.0,137.0,1.0,0.0,133.0,134.0,264.0,0.0,0.0,264.0,97.0,0.0,0.0,97.0,158.0,0.0,16.0,174.0,107.0,0.0,2.0,109.0,17.0,0.0,107.0,124.0,199.0,0.0,3.0,202.0,60.0,0.0,3.0,63.0,114.0,0.0,2.0,116.0,3.0,0.0,65.0,68.0
2021/03/07 event_code: x2160,4.0,0.0,1.0,5.0,0.0,0.0,6.0,6.0,1.0,0.0,5.0,6.0,6.0,0.0,0.0,6.0,2.0,0.0,9.0,11.0,0.0,0.0,2.0,2.0,3.0,0.0,6.0,9.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,4.0,2.0,0.0,9.0,11.0,1.0,0.0,4.0,5.0,1.0,0.0,7.0,8.0,5.0,0.0,0.0,5.0
2021/03/07 event_code: x2540,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/07 event_code: x1540,0.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,31.0,0.0,31.0,0.0,8.0,0.0,8.0,0.0,12.0,0.0,12.0
