Box Number,8,8,8,8,9,9,9,9,10,10,10,10,15,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,22,29,29,29,29,30,30,30,30
Columns,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total
2021/03/07 event_code: x071,60.0,427.0,196.0,683.0,143.0,383.0,13.0,539.0,183.0,450.0,57.0,690.0,4.0,408.0,235.0,647.0,342.0,786.0,29.0,1157.0,114.0,399.0,4.0,517.0,220.0,876.0,36.0,1132.0,143.0,639.0,10.0,792.0,41.0,486.0,159.0,686.0,297.0,549.0,55.0,901.0,86.0,329.0,278.0,693.0,157.0,438.0,51.0,646.0,41.0,1392.0,126.0,1559.0
2021/03/07 event_code: x520,0.0,190.0,0.0,190.0,0.0,137.0,0.0,137.0,0.0,167.0,0.0,167.0,0.0,149.0,0.0,149.0,0.0,295.0,0.0,295.0,0.0,110.0,0.0,110.0,0.0,198.0,0.0,198.0,0.0,129.0,0.0,129.0,0.0,139.0,0.0,139.0,0.0,229.0,0.0,229.0,0.0,104.0,0.0,104.0,0.0,138.0,0.0,138.0,0.0,90.0,0.0,90.0
2021/03/07 counter: xx529,15.0,0.0,10.0,25.0,3.0,0.0,1.0,4.0,6.0,0.0,15.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,25.0,0.0,7.0,32.0,1.0,0.0,0.0,1.0,7.0,0.0,13.0,20.0,15.0,0.0,8.0,23.0,11.0,0.0,273.0,284.0,18.0,0.0,24.0,42.0,6.0,0.0,23.0,29.0
2021/03/07 event_code: x2270,0.0,35.0,0.0,35.0,0.0,19.0,0.0,19.0,0.0,21.0,0.0,21.0,0.0,23.0,0.0,23.0,0.0,42.0,0.0,42.0,0.0,21.0,0.0,21.0,0.0,18.0,0.0,18.0,0.0,21.0,0.0,21.0,0.0,25.0,0.0,25.0,0.0,33.0,0.0,33.0,0.0,9.0,0.0,9.0,0.0,18.0,0.0,18.0,0.0,15.0,0.0,15.0
2021/03/07 event_code: x1270,0.0,459.0,0.0,459.0,0.0,354.0,0.0,354.0,0.0,395.0,0.0,395.0,0.0,400.0,0.0,400.0,0.0,792.0,0.0,792.0,0.0,291.0,0.0,291.0,0.0,490.0,0.0,490.0,0.0,323.0,0.0,323.0,0.0,338.0,0.0,338.0,0.0,600.0,0.0,600.0,0.0,183.0,0.0,183.0,0.0,344.0,0.0,344.0,0.0,198.0,0.0,198.0
2021/03/07 counter: x2589,0.0,3.0,2.0,5.0,0.0,6.0,0.0,6.0,0.0,5.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,11.0,0.0,11.0,0.0,2.0,0.0,2.0,1.0,8.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,11.0,0.0,11.0,0.0,5.0,0.0,5.0,1.0,7.0,0.0,8.0,0.0,4.0,1.0,5.0
2021/03/07 counter: x1589,0.0,27.0,0.0,27.0,0.0,15.0,0.0,15.0,0.0,9.0,0.0,9.0,0.0,6.0,0.0,6.0,0.0,38.0,0.0,38.0,0.0,11.0,0.0,11.0,0.0,91.0,0.0,91.0,0.0,32.0,0.0,32.0,0.0,44.0,0.0,44.0,0.0,24.0,0.0,24.0,0.0,33.0,0.0,33.0,0.0,20.0,0.0,20.0,0.0,22.0,0.0,22.0
2021/03/07 counter: x2519,1.0,7.0,0.0,8.0,3.0,9.0,0.0,12.0,0.0,22.0,3.0,25.0,0.0,11.0,9.0,20.0,6.0,29.0,2.0,37.0,3.0,18.0,1.0,22.0,5.0,33.0,1.0,39.0,2.0,2.0,0.0,4.0,1.0,9.0,2.0,12.0,10.0,19.0,2.0,31.0,0.0,13.0,0.0,13.0,2.0,11.0,3.0,16.0,15.0,68.0,3.0,86.0
