Box Number,8,8,8,8,9,9,9,9,10,10,10,10,15,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,22,29,29,29,29,30,30,30,30
Columns,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total
2021/03/06 event_code: x071,55.0,424.0,212.0,691.0,102.0,442.0,41.0,585.0,146.0,514.0,81.0,741.0,18.0,384.0,160.0,562.0,246.0,549.0,29.0,824.0,121.0,479.0,25.0,625.0,174.0,853.0,89.0,1116.0,152.0,687.0,7.0,846.0,84.0,684.0,142.0,910.0,303.0,510.0,55.0,868.0,186.0,700.0,2.0,888.0,178.0,779.0,75.0,1032.0,24.0,1727.0,129.0,1880.0
2021/03/06 event_code: x520,0.0,186.0,0.0,186.0,0.0,115.0,0.0,115.0,0.0,153.0,0.0,153.0,0.0,121.0,0.0,121.0,0.0,230.0,0.0,230.0,0.0,112.0,0.0,112.0,0.0,181.0,0.0,181.0,0.0,118.0,0.0,118.0,0.0,175.0,0.0,175.0,0.0,212.0,0.0,212.0,0.0,225.0,0.0,225.0,0.0,159.0,0.0,159.0,0.0,94.0,0.0,94.0
2021/03/06 counter: xx529,7.0,0.0,5.0,12.0,5.0,0.0,5.0,10.0,7.0,0.0,28.0,35.0,2.0,0.0,5.0,7.0,0.0,0.0,1.0,1.0,7.0,0.0,15.0,22.0,24.0,0.0,25.0,49.0,0.0,0.0,0.0,0.0,17.0,0.0,7.0,24.0,15.0,0.0,22.0,37.0,22.0,0.0,2.0,24.0,12.0,0.0,16.0,28.0,0.0,0.0,10.0,10.0
2021/03/06 event_code: x2270,0.0,28.0,0.0,28.0,0.0,14.0,0.0,14.0,0.0,21.0,0.0,21.0,0.0,11.0,0.0,11.0,0.0,36.0,0.0,36.0,0.0,16.0,0.0,16.0,0.0,26.0,0.0,26.0,0.0,9.0,0.0,9.0,0.0,29.0,0.0,29.0,0.0,27.0,0.0,27.0,0.0,21.0,0.0,21.0,0.0,18.0,0.0,18.0,0.0,6.0,0.0,6.0
2021/03/06 event_code: x1270,0.0,460.0,0.0,460.0,0.0,265.0,0.0,265.0,0.0,348.0,0.0,348.0,0.0,321.0,0.0,321.0,0.0,606.0,0.0,606.0,0.0,294.0,0.0,294.0,0.0,381.0,0.0,381.0,0.0,321.0,0.0,321.0,0.0,357.0,0.0,357.0,0.0,547.0,0.0,547.0,0.0,327.0,0.0,327.0,0.0,401.0,0.0,401.0,0.0,236.0,0.0,236.0
2021/03/06 counter: x2589,0.0,5.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,7.0,0.0,7.0,0.0,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,4.0,4.0,0.0,8.0,0.0,7.0,0.0,7.0,0.0,6.0,0.0,6.0,0.0,5.0,2.0,7.0
2021/03/06 counter: x1589,0.0,22.0,0.0,22.0,0.0,26.0,0.0,26.0,0.0,33.0,0.0,33.0,0.0,45.0,0.0,45.0,0.0,19.0,0.0,19.0,0.0,20.0,0.0,20.0,0.0,64.0,0.0,64.0,0.0,19.0,0.0,19.0,0.0,43.0,0.0,43.0,0.0,28.0,0.0,28.0,0.0,100.0,0.0,100.0,0.0,23.0,0.0,23.0,0.0,21.0,0.0,21.0
2021/03/06 counter: x2519,0.0,5.0,6.0,11.0,0.0,3.0,9.0,12.0,3.0,22.0,3.0,28.0,2.0,16.0,4.0,22.0,2.0,6.0,0.0,8.0,2.0,30.0,0.0,32.0,0.0,27.0,7.0,34.0,4.0,14.0,0.0,18.0,1.0,26.0,2.0,29.0,13.0,20.0,1.0,34.0,3.0,18.0,0.0,21.0,3.0,76.0,5.0,84.0,0.0,75.0,5.0,80.0
