2021/03/06 counter: x1519,22.0,16.0,26.0,64.0,0.0,48.0,18.0,66.0,7.0,113.0,29.0,149.0,4.0,62.0,28.0,94.0,6.0,26.0,15.0,47.0,7.0,85.0,5.0,97.0,13.0,324.0,14.0,351.0,14.0,49.0,7.0,70.0,3.0,45.0,15.0,63.0,54.0,37.0,24.0,115.0,33.0,177.0,0.0,210.0,18.0,254.0,41.0,313.0,21.0,990.0,6.0,1017.0
2021/03/06 counter: x2559,0.0,8.0,0.0,8.0,0.0,16.0,0.0,16.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,3.0,2.0,12.0,0.0,14.0,0.0,9.0,0.0,9.0,0.0,10.0,0.0,10.0,0.0,13.0,0.0,13.0,0.0,25.0,1.0,26.0,0.0,7.0,0.0,7.0,1.0,11.0,0.0,12.0,0.0,9.0,0.0,9.0,0.0,6.0,0.0,6.0
2021/03/06 counter: x1559,0.0,157.0,19.0,176.0,5.0,209.0,0.0,214.0,8.0,148.0,2.0,158.0,0.0,110.0,14.0,124.0,26.0,229.0,0.0,255.0,3.0,197.0,0.0,200.0,12.0,195.0,0.0,207.0,24.0,385.0,0.0,409.0,0.0,294.0,9.0,303.0,28.0,183.0,0.0,211.0,11.0,134.0,0.0,145.0,6.0,208.0,0.0,214.0,0.0,242.0,25.0,267.0
2021/03/06 counter: x2549,2.0,7.0,0.0,9.0,0.0,3.0,1.0,4.0,0.0,4.0,0.0,4.0,4.0,3.0,0.0,7.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,6.0,3.0,9.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,5.0,1.0,7.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,8.0,0.0,3.0,0.0,3.0
2021/03/06 counter: x1549,4.0,18.0,0.0,22.0,2.0,20.0,0.0,22.0,3.0,31.0,4.0,38.0,1.0,17.0,0.0,18.0,0.0,15.0,1.0,16.0,0.0,20.0,1.0,21.0,0.0,42.0,8.0,50.0,0.0,81.0,0.0,81.0,1.0,66.0,0.0,67.0,0.0,12.0,3.0,15.0,0.0,27.0,0.0,27.0,2.0,39.0,2.0,43.0,1.0,291.0,1.0,293.0
2021/03/06 event_code: x2170,7.0,7.0,0.0,14.0,4.0,2.0,0.0,6.0,6.0,3.0,0.0,9.0,2.0,3.0,0.0,5.0,10.0,6.0,0.0,16.0,5.0,1.0,0.0,6.0,7.0,5.0,0.0,12.0,3.0,0.0,0.0,3.0,5.0,8.0,0.0,13.0,7.0,6.0,0.0,13.0,7.0,0.0,0.0,7.0,5.0,3.0,0.0,8.0,0.0,2.0,0.0,2.0
2021/03/06 event_code: x1170,13.0,0.0,149.0,162.0,86.0,0.0,7.0,93.0,112.0,0.0,12.0,124.0,3.0,0.0,106.0,109.0,200.0,0.0,6.0,206.0,97.0,0.0,3.0,100.0,118.0,0.0,27.0,145.0,107.0,0.0,0.0,107.0,57.0,0.0,100.0,157.0,181.0,0.0,4.0,185.0,109.0,0.0,0.0,109.0,132.0,0.0,5.0,137.0,2.0,0.0,78.0,80.0
2021/03/06 event_code: x2160,3.0,0.0,2.0,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,4.0,4.0,0.0,3.0,7.0,1.0,0.0,4.0,5.0,0.0,0.0,4.0,4.0,1.0,0.0,3.0,4.0,2.0,0.0,3.0,5.0,3.0,0.0,2.0,5.0,3.0,0.0,5.0,8.0,2.0,0.0,5.0,7.0,3.0,0.0,3.0,6.0,5.0,0.0,2.0,7.0
2021/03/06 event_code: x2540,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2021/03/06 event_code: x1540,0.0,5.0,0.0,5.0,0.0,12.0,0.0,12.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,18.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,94.0,0.0,94.0,0.0,6.0,0.0,6.0,0.0,5.0,0.0,5.0
