2021/03/05 counter: x1519,11.0,10.0,17.0,38.0,4.0,15.0,7.0,26.0,47.0,214.0,72.0,333.0,3.0,102.0,18.0,123.0,29.0,43.0,20.0,92.0,4.0,30.0,4.0,38.0,2.0,313.0,5.0,320.0,19.0,48.0,16.0,83.0,3.0,155.0,9.0,167.0,28.0,71.0,19.0,118.0,30.0,323.0,4.0,357.0,9.0,166.0,40.0,215.0,15.0,513.0,10.0,538.0
2021/03/05 counter: x2559,0.0,9.0,1.0,10.0,0.0,14.0,0.0,14.0,0.0,13.0,0.0,13.0,0.0,6.0,1.0,7.0,1.0,18.0,0.0,19.0,2.0,18.0,0.0,20.0,0.0,6.0,0.0,6.0,1.0,15.0,0.0,16.0,0.0,25.0,2.0,27.0,0.0,11.0,0.0,11.0,0.0,7.0,0.0,7.0,0.0,12.0,0.0,12.0,0.0,15.0,1.0,16.0
2021/03/05 counter: x1559,0.0,191.0,13.0,204.0,11.0,266.0,0.0,277.0,15.0,189.0,0.0,204.0,0.0,166.0,13.0,179.0,27.0,384.0,0.0,411.0,20.0,227.0,0.0,247.0,16.0,220.0,0.0,236.0,28.0,299.0,0.0,327.0,1.0,374.0,11.0,386.0,33.0,162.0,1.0,196.0,16.0,131.0,0.0,147.0,6.0,225.0,0.0,231.0,0.0,261.0,21.0,282.0
2021/03/05 counter: x2549,2.0,8.0,0.0,10.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,7.0,0.0,8.0,2.0,10.0,0.0,12.0,2.0,14.0,0.0,2.0,1.0,3.0,0.0,5.0,0.0,5.0,1.0,12.0,0.0,13.0,0.0,6.0,1.0,7.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,8.0,0.0,27.0,0.0,27.0
2021/03/05 counter: x1549,1.0,17.0,1.0,19.0,0.0,28.0,1.0,29.0,2.0,53.0,4.0,59.0,0.0,28.0,0.0,28.0,0.0,21.0,0.0,21.0,0.0,73.0,2.0,75.0,0.0,32.0,0.0,32.0,0.0,95.0,1.0,96.0,3.0,95.0,0.0,98.0,0.0,28.0,0.0,28.0,0.0,69.0,3.0,72.0,1.0,22.0,0.0,23.0,5.0,267.0,2.0,274.0
2021/03/05 event_code: x2170,7.0,7.0,0.0,14.0,6.0,2.0,0.0,8.0,7.0,1.0,0.0,8.0,2.0,5.0,0.0,7.0,10.0,7.0,0.0,17.0,6.0,5.0,0.0,11.0,5.0,2.0,0.0,7.0,4.0,3.0,0.0,7.0,8.0,7.0,0.0,15.0,9.0,5.0,0.0,14.0,6.0,2.0,0.0,8.0,6.0,2.0,0.0,8.0,0.0,4.0,0.0,4.0
2021/03/05 event_code: x1170,10.0,0.0,156.0,166.0,102.0,0.0,4.0,106.0,114.0,0.0,24.0,138.0,1.0,0.0,96.0,97.0,224.0,0.0,3.0,227.0,83.0,0.0,8.0,91.0,115.0,0.0,3.0,118.0,88.0,0.0,4.0,92.0,49.0,0.0,97.0,146.0,145.0,0.0,10.0,155.0,107.0,0.0,7.0,114.0,122.0,0.0,1.0,123.0,7.0,0.0,80.0,87.0
2021/03/05 event_code: x2160,2.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,4.0,3.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,0.0,7.0,10.0,1.0,0.0,5.0,6.0,4.0,0.0,2.0,6.0
2021/03/05 event_code: x2540,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2021/03/05 event_code: x1540,0.0,8.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,21.0,0.0,21.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,170.0,0.0,170.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,2.0
