Box Number,6,6,6,6,9,9,9,9,10,10,10,10
Columns,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total
2020/08/17 event_code: x071,113.0,386.0,1205.0,1704.0,102.0,1020.0,169.0,1291.0,121.0,872.0,686.0,1679.0
2020/08/17 event_code: x520,0.0,172.0,0.0,172.0,0.0,151.0,0.0,151.0,0.0,200.0,0.0,200.0
2020/08/17 counter: xx529,11.0,0.0,345.0,356.0,20.0,0.0,15.0,35.0,6.0,0.0,98.0,104.0
2020/08/17 event_code: x2270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/17 event_code: x1270,0.0,131.0,0.0,131.0,0.0,111.0,0.0,111.0,0.0,156.0,0.0,156.0
2020/08/17 counter: x2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/17 counter: x1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/17 counter: x2519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/17 counter: x1519,15.0,49.0,153.0,217.0,12.0,716.0,49.0,777.0,39.0,333.0,217.0,589.0
2020/08/17 counter: x2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/17 counter: x1559,5.0,31.0,625.0,661.0,15.0,37.0,33.0,85.0,3.0,163.0,272.0,438.0
2020/08/17 counter: x2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/17 counter: x1549,13.0,132.0,12.0,157.0,7.0,114.0,6.0,127.0,1.0,168.0,6.0,175.0
2020/08/17 event_code: x2170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/17 event_code: x1170,69.0,62.0,69.0,200.0,47.0,64.0,47.0,158.0,71.0,85.0,71.0,227.0
2020/08/17 event_code: x2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/17 event_code: x2540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/17 event_code: x1540,18.0,0.0,13.0,31.0,21.0,0.0,14.0,35.0,16.0,0.0,11.0,27.0
