Box Number,6,6,6,6,9,9,9,9,10,10,10,10
Columns,Left,Middle,Right,Total,Left,Middle,Right,Total,Left,Middle,Right,Total
2020/08/06 event_code: x071,100.0,507.0,132.0,739.0,6.0,582.0,195.0,783.0,49.0,471.0,180.0,700.0
2020/08/06 event_code: x520,0.0,189.0,0.0,189.0,0.0,137.0,0.0,137.0,0.0,140.0,0.0,140.0
2020/08/06 counter: xx529,2.0,0.0,2.0,4.0,1.0,0.0,35.0,36.0,13.0,0.0,26.0,39.0
2020/08/06 event_code: x2270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/06 event_code: x1270,0.0,189.0,0.0,189.0,0.0,137.0,0.0,137.0,0.0,140.0,0.0,140.0
2020/08/06 counter: x2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/06 counter: x1589,0.0,27.0,0.0,27.0,0.0,54.0,0.0,54.0,0.0,10.0,0.0,10.0
2020/08/06 counter: x2519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/06 counter: x1519,12.0,97.0,3.0,112.0,5.0,220.0,14.0,239.0,36.0,170.0,7.0,213.0
2020/08/06 counter: x2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/06 counter: x1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/06 counter: x2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/06 counter: x1549,8.0,194.0,16.0,218.0,0.0,171.0,9.0,180.0,0.0,151.0,7.0,158.0
2020/08/06 event_code: x2170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/06 event_code: x1170,78.0,111.0,78.0,267.0,0.0,137.0,0.0,137.0,0.0,140.0,0.0,140.0
2020/08/06 event_code: x2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/06 event_code: x2540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/06 event_code: x1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
